rawfile_id,timestamp,rawfile_name,sample_id,run_type,keep,batch,ome_id,Sample
681,1721437024.28444,20240716_WFB_Plate_09_NC2_NPB,382,Sample,1,9,1,NC2
682,1721440770.20631,20240716_WFB_Plate_09_96_NPB,94,Sample,1,9,1,96
683,1721444516.69732,20240716_WFB_Plate_09_H7_NPB,294,Sample,1,9,1,H7
684,1721448267.3417,20240716_WFB_Plate_09_1152-2_NPB,372,Sample,1,9,1,1152.2
685,1721452015.06094,20240716_WFB_Plate_09_H18_NPB,305,Sample,1,9,1,H18
686,1721455765.19043,20240716_WFB_Plate_09_15_NPB,14,Sample,1,9,1,15
687,1721459512.89797,20240716_WFB_Plate_09_1077_NPB,176,Sample,1,9,1,1077
688,1721463262.55518,20240716_WFB_Plate_09_1001_NPB,101,Sample,1,9,1,1001
689,1721467012.21052,20240716_WFB_Plate_09_1158-2_NPB,375,Sample,1,9,1,1158.2
690,1721470762.34285,20240716_WFB_Plate_09_25_NPB,24,Sample,1,9,1,25
691,1721474512.35602,20240716_WFB_Plate_09_1061_NPB,160,Sample,1,9,1,1061
692,1721478260.58546,20240716_WFB_Plate_09_1120-2_NPB,351,Sample,1,9,1,1120.2
693,1721482007.78468,20240716_WFB_Plate_09_1124-2_NPB,353,Sample,1,9,1,1124.2
694,1721485756.22999,20240716_WFB_Plate_09_1029_NPB,129,Sample,1,9,1,1029
695,1721489502.78077,20240716_WFB_Plate_09_1164_NPB,262,Sample,1,9,1,1164
696,1721493252.42539,20240716_WFB_Plate_09_2001-58_NPB,315,Sample,1,9,1,2001.58
697,1721497004.1604,20240716_WFB_Plate_09_29_NPB,28,Sample,1,9,1,29
698,1721500754.4653,20240716_WFB_Plate_09_1096_NPB,195,Sample,1,9,1,1096
699,1721504504.01098,20240716_WFB_Plate_09_18_NPB,17,Sample,1,9,1,18
700,1721507935.86696,20240716_WFB_Plate_09_QC_04,-1,QC,1,9,1,QC
701,1721511687.80614,20240716_WFB_Plate_09_37_NPB,36,Sample,1,9,1,37
702,1721515419.93349,20240716_WFB_Plate_09_2007-57_NPB,321,Sample,1,9,1,2007.57
703,1721519167.77705,20240716_WFB_Plate_09_1116-2_NPB,347,Sample,1,9,1,1116.2
704,1721522917.64659,20240716_WFB_Plate_09_H8_NPB,295,Sample,1,9,1,H8
705,1721526667.8125,20240716_WFB_Plate_09_1138_NPB,236,Sample,1,9,1,1138
706,1721530419.61086,20240716_WFB_Plate_09_81_NPB,79,Sample,1,9,1,81
707,1721534167.28773,20240716_WFB_Plate_09_1044_NPB,144,Sample,1,9,1,1044
708,1721537919.86537,20240716_WFB_Plate_09_39_NPB,38,Sample,1,9,1,39
709,1721541669.5751,20240716_WFB_Plate_09_1155_NPB,253,Sample,1,9,1,1155
710,1721545423.54796,20240716_WFB_Plate_09_1063_NPB,162,Sample,1,9,1,1063
711,1721549173.08678,20240716_WFB_Plate_09_30_NPB,29,Sample,1,9,1,30
712,1721552925.20102,20240716_WFB_Plate_09_1059_NPB,158,Sample,1,9,1,1059
713,1721556674.96149,20240716_WFB_Plate_09_NC7_NPB,387,Sample,1,9,1,NC7
714,1721560427.33624,20240716_WFB_Plate_09_1058_NPB,157,Sample,1,9,1,1058
715,1721564179.63609,20240716_WFB_Plate_09_1163_NPB,261,Sample,1,9,1,1163
716,1721567931.74937,20240716_WFB_Plate_09_1090_NPB,189,Sample,1,9,1,1090
717,1721571683.27092,20240716_WFB_Plate_09_1056_NPB,155,Sample,1,9,1,1056
718,1721575433.30687,20240716_WFB_Plate_09_61_NPB,59,Sample,1,9,1,61
719,1721579184.79706,20240716_WFB_Plate_09_1028_NPB,128,Sample,1,9,1,1028
720,1721582936.86224,20240716_WFB_Plate_09_1174_NPB,272,Sample,1,9,1,1174
721,1721586369.07019,20240716_WFB_Plate_09_QC_05,-1,QC,1,9,1,QC
722,1721590118.91131,20240716_WFB_Plate_09_PC1,-1,Control,1,9,1,PC1
723,1721593870.88911,20240716_WFB_Plate_09_DC,-1,Control,1,9,1,DC
724,1721597620.76197,20240716_WFB_Plate_09_MPE,-1,Control,1,9,1,MPE
725,1721601370.38212,20240716_WFB_Plate_09_PC2,-1,Control,1,9,1,PC2
726,1721605148.10996,20240716_WFB_Plate_09_MSControl,-1,Control,1,9,1,MSControl
727,1721614980.19609,20240721_WFB_Plate_10_QC_01,-1,QC,1,10,1,QC
728,1721618729.83161,20240721_WFB_Plate_10_1038_NPA,138,Sample,1,10,1,1038
729,1721622482.58841,20240721_WFB_Plate_10_H15_NPA,302,Sample,1,10,1,H15
730,1721626236.08379,20240721_WFB_Plate_10_1074_NPA,173,Sample,1,10,1,1074
731,1721629988.35614,20240721_WFB_Plate_10_66_NPA,64,Sample,1,10,1,66
732,1721633742.41507,20240721_WFB_Plate_10_1107-2_NPA,339,Sample,1,10,1,1107.2
733,1721659677.98331,20240721_WFB_Plate_10_69_NPA,67,Sample,1,10,1,69
734,1721663427.80576,20240721_WFB_Plate_10_1026_NPA,126,Sample,1,10,1,1026
735,1721667179.62807,20240721_WFB_Plate_10_1103_NPA,202,Sample,1,10,1,1103
736,1721670931.8485,20240721_WFB_Plate_10_1188_NPA,286,Sample,1,10,1,1188
737,1721674684.89028,20240721_WFB_Plate_10_2002-33_NPA,316,Sample,1,10,1,2002.33
738,1721678436.6847,20240721_WFB_Plate_10_41_NPA,40,Sample,1,10,1,41
739,1721682185.85048,20240721_WFB_Plate_10_1064_NPA,163,Sample,1,10,1,1064
740,1721685934.04587,20240721_WFB_Plate_10_NC19_NPA,399,Sample,1,10,1,NC19
741,1721689683.69357,20240721_WFB_Plate_10_1032_NPA,132,Sample,1,10,1,1032
742,1721693415.61555,20240721_WFB_Plate_10_H10_NPA,297,Sample,1,10,1,H10
743,1721697171.48723,20240721_WFB_Plate_10_1111_NPA,210,Sample,1,10,1,1111
744,1721700924.00633,20240721_WFB_Plate_10_1092_NPA,191,Sample,1,10,1,1092
745,1721704675.95581,20240721_WFB_Plate_10_75_NPA,73,Sample,1,10,1,75
746,1721708426.43254,20240721_WFB_Plate_10_1113-2_NPA,345,Sample,1,10,1,1113.2
747,1721712172.62934,20240721_WFB_Plate_10_73_NPA,71,Sample,1,10,1,73
748,1721715605.61607,20240721_WFB_Plate_10_QC_02,-1,QC,1,10,1,QC
749,1721719355.62205,20240721_WFB_Plate_10_70_NPA,68,Sample,1,10,1,70
750,1721723104.94994,20240721_WFB_Plate_10_1140_NPA,238,Sample,1,10,1,1140
751,1721726854.73606,20240721_WFB_Plate_10_1022_NPA,122,Sample,1,10,1,1022
752,1721730604.40552,20240721_WFB_Plate_10_1017_NPA,117,Sample,1,10,1,1017
753,1721734352.44116,20240721_WFB_Plate_10_H17_NPA,304,Sample,1,10,1,H17
754,1721738105.95922,20240721_WFB_Plate_10_1087_NPA,186,Sample,1,10,1,1087
755,1721741858.00371,20240721_WFB_Plate_10_102_NPA,100,Sample,1,10,1,102
756,1721745607.85343,20240721_WFB_Plate_10_2017-9_NPA,329,Sample,1,10,1,2017.9
757,1721749361.50369,20240721_WFB_Plate_10_1152_NPA,250,Sample,1,10,1,1152
758,1721753111.41143,20240721_WFB_Plate_10_1086_NPA,185,Sample,1,10,1,1086
759,1721756859.40497,20240721_WFB_Plate_10_1162-2_NPA,377,Sample,1,10,1,1162.2
760,1721760610.70361,20240721_WFB_Plate_10_77_NPA,75,Sample,1,10,1,77
761,1721764358.69188,20240721_WFB_Plate_10_49_NPA,48,Sample,1,10,1,49
762,1721768108.96419,20240721_WFB_Plate_10_1126-2_NPA,355,Sample,1,10,1,1126.2
763,1721771860.46224,20240721_WFB_Plate_10_1065_NPA,164,Sample,1,10,1,1065
764,1721775616.37689,20240721_WFB_Plate_10_1159_NPA,257,Sample,1,10,1,1159
765,1721779368.53794,20240721_WFB_Plate_10_NC18_NPA,398,Sample,1,10,1,NC18
766,1721783120.63691,20240721_WFB_Plate_10_55_NPA,54,Sample,1,10,1,55
767,1721786870.6891,20240721_WFB_Plate_10_1118_NPA,217,Sample,1,10,1,1118
768,1721790621.07616,20240721_WFB_Plate_10_1117-2_NPA,348,Sample,1,10,1,1117.2
769,1721794053.37483,20240721_WFB_Plate_10_QC_03,-1,QC,1,10,1,QC
770,1721797805.27652,20240721_WFB_Plate_10_1038_NPB,138,Sample,1,10,1,1038
771,1721801557.21892,20240721_WFB_Plate_10_H15_NPB,302,Sample,1,10,1,H15
772,1721805307.15648,20240721_WFB_Plate_10_1074_NPB,173,Sample,1,10,1,1074
773,1721842763.68793,20240721_WFB_Plate_10_66_NPB,64,Sample,1,10,1,66
774,1721846515.3626,20240721_WFB_Plate_10_1107-2_NPB,339,Sample,1,10,1,1107.2
775,1721850269.40404,20240721_WFB_Plate_10_69_NPB,67,Sample,1,10,1,69
776,1721854019.09472,20240721_WFB_Plate_10_1026_NPB,126,Sample,1,10,1,1026
777,1721857770.70825,20240721_WFB_Plate_10_1103_NPB,202,Sample,1,10,1,1103
778,1721861524.30407,20240721_WFB_Plate_10_1188_NPB,286,Sample,1,10,1,1188
779,1721865276.30959,20240721_WFB_Plate_10_2002-33_NPB,316,Sample,1,10,1,2002.33
780,1721869027.99511,20240721_WFB_Plate_10_41_NPB,40,Sample,1,10,1,41
781,1721872779.59156,20240721_WFB_Plate_10_1064_NPB,163,Sample,1,10,1,1064
782,1721876530.89581,20240721_WFB_Plate_10_NC19_NPB,399,Sample,1,10,1,NC19
783,1721880280.80125,20240721_WFB_Plate_10_1032_NPB,132,Sample,1,10,1,1032
784,1721884032.49915,20240721_WFB_Plate_10_H10_NPB,297,Sample,1,10,1,H10
785,1721887786.32827,20240721_WFB_Plate_10_1111_NPB,210,Sample,1,10,1,1111
786,1721891540.37794,20240721_WFB_Plate_10_1092_NPB,191,Sample,1,10,1,1092
787,1721895292.35097,20240721_WFB_Plate_10_75_NPB,73,Sample,1,10,1,75
788,1721899046.16269,20240721_WFB_Plate_10_1113-2_NPB,345,Sample,1,10,1,1113.2
789,1721902798.34595,20240721_WFB_Plate_10_73_NPB,71,Sample,1,10,1,73
790,1721925322.33445,20240721_WFB_Plate_10_QC_04,-1,QC,1,10,1,QC
791,1721937454.78639,20240721_WFB_Plate_10_70_NPB,68,Sample,1,10,1,70
792,1721941210.5513,20240721_WFB_Plate_10_1140_NPB,238,Sample,1,10,1,1140
793,1721944959.93614,20240721_WFB_Plate_10_1022_NPB,122,Sample,1,10,1,1022
794,1721948714.01497,20240721_WFB_Plate_10_1017_NPB,117,Sample,1,10,1,1017
795,1721952473.18543,20240721_WFB_Plate_10_H17_NPB,304,Sample,1,10,1,H17
796,1721956225.32599,20240721_WFB_Plate_10_1087_NPB,186,Sample,1,10,1,1087
797,1721959982.35809,20240721_WFB_Plate_10_102_NPB,100,Sample,1,10,1,102
798,1721963736.24644,20240721_WFB_Plate_10_2017-9_NPB,329,Sample,1,10,1,2017.9
799,1721967490.00585,20240721_WFB_Plate_10_1152_NPB,250,Sample,1,10,1,1152
800,1721971241.28251,20240721_WFB_Plate_10_1086_NPB,185,Sample,1,10,1,1086
801,1721974998.70338,20240721_WFB_Plate_10_1162-2_NPB,377,Sample,1,10,1,1162.2
802,1721978752.95382,20240721_WFB_Plate_10_77_NPB,75,Sample,1,10,1,77
803,1721982504.76997,20240721_WFB_Plate_10_49_NPB,48,Sample,1,10,1,49
804,1721986260.63001,20240721_WFB_Plate_10_1126-2_NPB,355,Sample,1,10,1,1126.2
805,1721990012.55153,20240721_WFB_Plate_10_1065_NPB,164,Sample,1,10,1,1065
806,1721993762.57,20240721_WFB_Plate_10_1159_NPB,257,Sample,1,10,1,1159
807,1721997516.19884,20240721_WFB_Plate_10_NC18_NPB,398,Sample,1,10,1,NC18
808,1722001269.79255,20240721_WFB_Plate_10_55_NPB,54,Sample,1,10,1,55
809,1722005021.67411,20240721_WFB_Plate_10_1118_NPB,217,Sample,1,10,1,1118
810,1722008776.8824,20240721_WFB_Plate_10_1117-2_NPB,348,Sample,1,10,1,1117.2
811,1722012214.96973,20240721_WFB_Plate_10_QC_05,-1,QC,1,10,1,QC
812,1722015968.76602,20240721_WFB_Plate_10_PC1,-1,Control,1,10,1,PC1
813,1722019724.69239,20240721_WFB_Plate_10_DC,-1,Control,1,10,1,DC
814,1722023476.34706,20240721_WFB_Plate_10_MPE,-1,Control,1,10,1,MPE
815,1722027229.46383,20240721_WFB_Plate_10_PC2,-1,Control,1,10,1,PC2
816,1722031009.00419,20240721_WFB_Plate_10_MSControl,-1,Control,1,10,1,MSControl
817,1722040480.57954,20240726_WFB_Plate_08_QC_01,-1,QC,1,8,1,QC
818,1722044235.69613,20240726_WFB_Plate_08_1081_NPA,180,Sample,1,8,1,1081
819,1722047990.58116,20240726_WFB_Plate_08_1037_NPA,137,Sample,1,8,1,1037
820,1722051747.35716,20240726_WFB_Plate_08_1093_NPA,192,Sample,1,8,1,1093
821,1722055502.33122,20240726_WFB_Plate_08_1034-2_NPA,333,Sample,1,8,1,1034.2
822,1722059257.67476,20240726_WFB_Plate_08_H6_NPA,293,Sample,1,8,1,H6
823,1722063013.39439,20240726_WFB_Plate_08_1128-2_NPA,356,Sample,1,8,1,1128.2
824,1722066768.66973,20240726_WFB_Plate_08_1154-2_NPA,374,Sample,1,8,1,1154.2
825,1722070523.57775,20240726_WFB_Plate_08_1115-2_NPA,346,Sample,1,8,1,1115.2
826,1722074281.11337,20240726_WFB_Plate_08_71_NPA,69,Sample,1,8,1,71
827,1722078035.05745,20240726_WFB_Plate_08_84_NPA,82,Sample,1,8,1,84
828,1722081792.06566,20240726_WFB_Plate_08_95_NPA,93,Sample,1,8,1,95
829,1722085546.30307,20240726_WFB_Plate_08_19_NPA,18,Sample,1,8,1,19
830,1722089299.53378,20240726_WFB_Plate_08_101_NPA,99,Sample,1,8,1,101
831,1722093051.1666,20240726_WFB_Plate_08_NC6_NPA,386,Sample,1,8,1,NC6
832,1722096808.5519,20240726_WFB_Plate_08_1176_NPA,274,Sample,1,8,1,1176
833,1722100565.50334,20240726_WFB_Plate_08_1020_NPA,120,Sample,1,8,1,1020
834,1722104320.61277,20240726_WFB_Plate_08_1114_NPA,213,Sample,1,8,1,1114
835,1722108077.5678,20240726_WFB_Plate_08_NC9_NPA,389,Sample,1,8,1,NC9
836,1722111832.62715,20240726_WFB_Plate_08_1080_NPA,179,Sample,1,8,1,1080
837,1722115588.18037,20240726_WFB_Plate_08_1015_NPA,115,Sample,1,8,1,1015
838,1722118869.50042,20240726_WFB_Plate_08_QC_02,-1,QC,1,8,1,QC
839,1722122625.16782,20240726_WFB_Plate_08_1057_NPA,156,Sample,1,8,1,1057
840,1722126378.65215,20240726_WFB_Plate_08_23_NPA,22,Sample,1,8,1,23
841,1722130131.9524,20240726_WFB_Plate_08_1013_NPA,113,Sample,1,8,1,1013
842,1722133887.43302,20240726_WFB_Plate_08_1079_NPA,178,Sample,1,8,1,1079
843,1722137643.18186,20240726_WFB_Plate_08_1149_NPA,247,Sample,1,8,1,1149
844,1722141397.04234,20240726_WFB_Plate_08_2013-24_NPA,327,Sample,1,8,1,2013.24
845,1722145152.32809,20240726_WFB_Plate_08_1109_NPA,208,Sample,1,8,1,1109
846,1722148907.61389,20240726_WFB_Plate_08_1091_NPA,190,Sample,1,8,1,1091
847,1722152660.34165,20240726_WFB_Plate_08_1035_NPA,135,Sample,1,8,1,1035
848,1722156415.59748,20240726_WFB_Plate_08_11_NPA,11,Sample,1,8,1,11
849,1722160169.36608,20240726_WFB_Plate_08_1121_NPA,220,Sample,1,8,1,1121
850,1722163922.09717,20240726_WFB_Plate_08_H14_NPA,301,Sample,1,8,1,H14
851,1722167675.51077,20240726_WFB_Plate_08_87_NPA,85,Sample,1,8,1,87
852,1722171430.77146,20240726_WFB_Plate_08_64_NPA,62,Sample,1,8,1,64
853,1722175184.12788,20240726_WFB_Plate_08_56_NPA,55,Sample,1,8,1,56
854,1722178937.60501,20240726_WFB_Plate_08_H11_NPA,298,Sample,1,8,1,H11
855,1722182692.67912,20240726_WFB_Plate_08_1032-2_NPA,332,Sample,1,8,1,1032.2
856,1722186452.55966,20240726_WFB_Plate_08_2004-51_NPA,318,Sample,1,8,1,2004.51
857,1722190196.65261,20240726_WFB_Plate_08_1019_NPA,119,Sample,1,8,1,1019
858,1722193950.25125,20240726_WFB_Plate_08_1151_NPA,249,Sample,1,8,1,1151
859,1722197229.11639,20240726_WFB_Plate_08_QC_03,-1,QC,1,8,1,QC
860,1722200984.96461,20240726_WFB_Plate_08_1081_NPB,180,Sample,1,8,1,1081
861,1722204738.64063,20240726_WFB_Plate_08_1037_NPB,137,Sample,1,8,1,1037
862,1722208490.51234,20240726_WFB_Plate_08_1093_NPB,192,Sample,1,8,1,1093
863,1722212248.49501,20240726_WFB_Plate_08_1034-2_NPB,333,Sample,1,8,1,1034.2
864,1722216005.36468,20240726_WFB_Plate_08_H6_NPB,293,Sample,1,8,1,H6
865,1722219758.75555,20240726_WFB_Plate_08_1128-2_NPB,356,Sample,1,8,1,1128.2
866,1722223496.49537,20240726_WFB_Plate_08_1154-2_NPB,374,Sample,1,8,1,1154.2
867,1722227250.71757,20240726_WFB_Plate_08_1115-2_NPB,346,Sample,1,8,1,1115.2
868,1722231004.27434,20240726_WFB_Plate_08_71_NPB,69,Sample,1,8,1,71
869,1722234760.08868,20240726_WFB_Plate_08_84_NPB,82,Sample,1,8,1,84
870,1722238518.59604,20240726_WFB_Plate_08_95_NPB,93,Sample,1,8,1,95
871,1722242271.59232,20240726_WFB_Plate_08_19_NPB,18,Sample,1,8,1,19
872,1722246027.12587,20240726_WFB_Plate_08_101_NPB,99,Sample,1,8,1,101
873,1722249782.63954,20240726_WFB_Plate_08_NC6_NPB,386,Sample,1,8,1,NC6
874,1722253539.84834,20240726_WFB_Plate_08_1176_NPB,274,Sample,1,8,1,1176
875,1722257299.27453,20240726_WFB_Plate_08_1020_NPB,120,Sample,1,8,1,1020
876,1722261056.58483,20240726_WFB_Plate_08_1114_NPB,213,Sample,1,8,1,1114
877,1722264812.06118,20240726_WFB_Plate_08_NC9_NPB,389,Sample,1,8,1,NC9
878,1722268569.51111,20240726_WFB_Plate_08_1080_NPB,179,Sample,1,8,1,1080
879,1722272327.5147,20240726_WFB_Plate_08_1015_NPB,115,Sample,1,8,1,1015
880,1722275604.63146,20240726_WFB_Plate_08_QC_04,-1,QC,1,8,1,QC
881,1722279360.62932,20240726_WFB_Plate_08_1057_NPB,156,Sample,1,8,1,1057
882,1722283116.45097,20240726_WFB_Plate_08_23_NPB,22,Sample,1,8,1,23
883,1722286876.47849,20240726_WFB_Plate_08_1013_NPB,113,Sample,1,8,1,1013
884,1722290634.62564,20240726_WFB_Plate_08_1079_NPB,178,Sample,1,8,1,1079
885,1722294390.84165,20240726_WFB_Plate_08_1149_NPB,247,Sample,1,8,1,1149
886,1722298148.07935,20240726_WFB_Plate_08_2013-24_NPB,327,Sample,1,8,1,2013.24
887,1722301907.89765,20240726_WFB_Plate_08_1109_NPB,208,Sample,1,8,1,1109
888,1722305663.79076,20240726_WFB_Plate_08_1091_NPB,190,Sample,1,8,1,1091
889,1722309423.90186,20240726_WFB_Plate_08_1035_NPB,135,Sample,1,8,1,1035
890,1722313179.60958,20240726_WFB_Plate_08_11_NPB,11,Sample,1,8,1,11
891,1722316935.26598,20240726_WFB_Plate_08_1121_NPB,220,Sample,1,8,1,1121
892,1722320694.4997,20240726_WFB_Plate_08_H14_NPB,301,Sample,1,8,1,H14
893,1722324450.89837,20240726_WFB_Plate_08_87_NPB,85,Sample,1,8,1,87
894,1722328206.46226,20240726_WFB_Plate_08_64_NPB,62,Sample,1,8,1,64
895,1722331961.85418,20240726_WFB_Plate_08_56_NPB,55,Sample,1,8,1,56
896,1722335717.35516,20240726_WFB_Plate_08_H11_NPB,298,Sample,1,8,1,H11
897,1722339471.04569,20240726_WFB_Plate_08_1032-2_NPB,332,Sample,1,8,1,1032.2
898,1722343229.09295,20240726_WFB_Plate_08_2004-51_NPB,318,Sample,1,8,1,2004.51
899,1722346986.20718,20240726_WFB_Plate_08_1019_NPB,119,Sample,1,8,1,1019
900,1722350744.20319,20240726_WFB_Plate_08_1151_NPB,249,Sample,1,8,1,1151
901,1722354023.96005,20240726_WFB_Plate_08_QC_05,-1,QC,1,8,1,QC
902,1722357305.36031,20240726_WFB_Plate_08_PC1,-1,Control,1,8,1,PC1
903,1722360586.79429,20240726_WFB_Plate_08_DC,-1,Control,1,8,1,DC
904,1722363870.38118,20240726_WFB_Plate_08_MPE,-1,Control,1,8,1,MPE
905,1722367156.10634,20240726_WFB_Plate_08_PC2,-1,Control,1,8,1,PC2
906,1722370454.19644,20240726_WFB_Plate_08_MSControl,-1,Control,1,8,1,MSControl
