"","names","size","isdir","mode","mtime","ctime","atime","exe","Runs","order","Samples"
"13","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1030_NPA.raw",6736188855,FALSE,666,2024-06-12 14:36:23.693579,2024-06-12 14:40:44.524557,2024-06-20 15:51:49.712173,"no","20240612_WFB_Plate_01_1030_NPA",1,"1030"
"11","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1016_NPA.raw",6330984170,FALSE,666,2024-06-12 15:45:27.389608,2024-06-13 09:53:57.762583,2024-06-20 15:47:22.674799,"no","20240612_WFB_Plate_01_1016_NPA",2,"1016"
"57","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_43_NPA.raw",6973915611,FALSE,666,2024-06-12 16:47:58.657036,2024-06-13 09:52:57.787678,2024-06-20 17:31:07.104517,"no","20240612_WFB_Plate_01_43_NPA",3,"43"
"51","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_2015-77_NPA.raw",6051461350,FALSE,666,2024-06-12 17:50:31.893999,2024-06-13 09:52:05.6705,2024-06-20 17:17:55.545181,"no","20240612_WFB_Plate_01_2015-77_NPA",4,"2015.77"
"39","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1137-2_NPA.raw",6104994133,FALSE,666,2024-06-12 18:53:03.916599,2024-06-13 09:51:12.902622,2024-06-20 16:52:19.007235,"no","20240612_WFB_Plate_01_1137-2_NPA",5,"1137.2"
"3","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1002_NPA.raw",6630214245,FALSE,666,2024-06-12 19:55:37.94364,2024-06-13 09:50:15.749561,2024-06-20 15:25:14.661901,"no","20240612_WFB_Plate_01_1002_NPA",6,"1002"
"67","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_92_NPA.raw",7067371593,FALSE,666,2024-06-12 20:58:05.654436,2024-06-13 09:49:14.559353,2024-06-20 17:49:13.068361,"no","20240612_WFB_Plate_01_92_NPA",7,"92"
"47","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1184_NPA.raw",6259936243,FALSE,666,2024-06-12 22:00:35.406944,2024-06-13 09:48:20.684849,2024-06-20 17:09:15.014578,"no","20240612_WFB_Plate_01_1184_NPA",8,"1184"
"55","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_33_NPA.raw",7595881777,FALSE,666,2024-06-12 23:03:07.034246,2024-06-13 09:47:15.20159,2024-06-20 17:26:21.711689,"no","20240612_WFB_Plate_01_33_NPA",9,"33"
"43","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1162_NPA.raw",6223389594,FALSE,666,2024-06-13 00:05:36.805717,2024-06-13 09:46:21.374859,2024-06-20 17:00:58.826223,"no","20240612_WFB_Plate_01_1162_NPA",10,"1162"
"1","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_100_NPA.raw",7289148493,FALSE,666,2024-06-13 01:08:02.336586,2024-06-13 09:45:18.615553,2024-06-20 15:42:36.842899,"no","20240612_WFB_Plate_01_100_NPA",11,"100"
"23","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1101_NPA.raw",7035709345,FALSE,666,2024-06-13 02:10:27.922626,2024-06-13 09:44:18.106377,2024-06-20 16:15:06.31093,"no","20240612_WFB_Plate_01_1101_NPA",12,"1101"
"15","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1041_NPA.raw",7263724591,FALSE,666,2024-06-13 03:12:51.731869,2024-06-13 09:43:15.44857,2024-06-20 15:56:17.7971,"no","20240612_WFB_Plate_01_1041_NPA",13,"1041"
"61","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_50_NPA.raw",6408033215,FALSE,666,2024-06-13 04:15:15.649063,2024-06-13 09:42:20.194019,2024-06-20 17:35:41.632908,"no","20240612_WFB_Plate_01_50_NPA",14,"50"
"29","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1109-2_NPA.raw",6816878827,FALSE,666,2024-06-13 05:17:42.8808,2024-06-13 09:41:21.950695,2024-06-20 16:28:59.11092,"no","20240612_WFB_Plate_01_1109-2_NPA",15,"1109.2"
"75","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_H25_NPA.raw",6960783844,FALSE,666,2024-06-13 06:20:08.385471,2024-06-13 09:40:22.533625,2024-06-20 18:14:37.135254,"no","20240612_WFB_Plate_01_H25_NPA",16,"H25"
"19","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1062_NPA.raw",7166816747,FALSE,666,2024-06-13 07:22:30.284611,2024-06-13 09:39:21.266394,2024-06-20 16:06:02.386826,"no","20240612_WFB_Plate_01_1062_NPA",17,"1062"
"27","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1104_NPA.raw",6910619830,FALSE,666,2024-06-13 08:24:53.809422,2024-06-13 09:38:22.174358,2024-06-20 16:24:20.20167,"no","20240612_WFB_Plate_01_1104_NPA",18,"1104"
"35","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1126_NPA.raw",7036310303,FALSE,666,2024-06-13 09:27:19.784281,2024-06-13 09:37:21.979116,2024-06-20 16:42:55.082567,"no","20240612_WFB_Plate_01_1126_NPA",19,"1126"
"63","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_9_NPA.raw",6625443442,FALSE,666,2024-06-13 10:29:45.212532,2024-06-13 11:17:15.590887,2024-06-20 15:24:54.690212,"no","20240612_WFB_Plate_01_9_NPA",20,"9"
"41","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1145-2_NPA.raw",6096243566,FALSE,666,2024-06-13 12:29:18.953394,2024-06-15 17:48:40.50415,2024-06-20 16:56:43.108782,"no","20240612_WFB_Plate_01_1145-2_NPA",21,"1145.2"
"69","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_98_NPA.raw",7074333864,FALSE,666,2024-06-13 13:31:40.623573,2024-06-15 17:45:35.996557,2024-06-20 17:53:48.595825,"no","20240612_WFB_Plate_01_98_NPA",22,"98"
"45","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1177_NPA.raw",6098371887,FALSE,666,2024-06-13 14:34:02.288174,2024-06-15 17:43:36.413353,2024-06-20 17:05:00.24869,"no","20240612_WFB_Plate_01_1177_NPA",23,"1177"
"65","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_90_NPA.raw",6459439691,FALSE,666,2024-06-13 15:36:23.641617,2024-06-15 18:30:08.244394,2024-06-20 17:44:39.520605,"no","20240612_WFB_Plate_01_90_NPA",24,"90"
"31","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1111-2_NPA.raw",6931934154,FALSE,666,2024-06-13 16:38:47.649143,2024-06-15 18:28:09.38789,2024-06-20 16:33:35.682232,"no","20240612_WFB_Plate_01_1111-2_NPA",25,"1111.2"
"53","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_24_NPA.raw",6114138608,FALSE,666,2024-06-13 17:41:09.574396,2024-06-15 18:26:24.120899,2024-06-20 17:22:04.72245,"no","20240612_WFB_Plate_01_24_NPA",26,"24"
"5","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1003_NPA.raw",6086417054,FALSE,666,2024-06-13 18:43:29.06498,2024-06-15 18:24:39.339962,2024-06-20 15:29:41.247597,"no","20240612_WFB_Plate_01_1003_NPA",27,"1003"
"17","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1048_NPA.raw",6409747397,FALSE,666,2024-06-13 19:45:48.255039,2024-06-15 18:22:49.283844,2024-06-20 16:01:14.981201,"no","20240612_WFB_Plate_01_1048_NPA",28,"1048"
"77","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_NC1_NPA.raw",7048635884,FALSE,666,2024-06-13 20:48:08.376854,2024-06-15 18:20:45.091379,2024-06-20 18:26:58.447601,"no","20240612_WFB_Plate_01_NC1_NPA",29,"NC1"
"37","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1130_NPA.raw",6825900014,FALSE,666,2024-06-13 21:50:28.003511,2024-06-15 18:18:38.708626,2024-06-20 16:47:42.62269,"no","20240612_WFB_Plate_01_1130_NPA",30,"1130"
"71","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_H21_NPA.raw",6900657268,FALSE,666,2024-06-13 22:52:49.725273,2024-06-15 18:16:41.268816,2024-06-20 18:05:16.442137,"no","20240612_WFB_Plate_01_H21_NPA",31,"H21"
"21","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1069_NPA.raw",6259555105,FALSE,666,2024-06-13 23:55:13.37278,2024-06-15 18:14:54.960186,2024-06-20 16:10:39.491734,"no","20240612_WFB_Plate_01_1069_NPA",32,"1069"
"49","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_2012-7_NPA.raw",6568424482,FALSE,666,2024-06-14 00:57:33.065044,2024-06-15 18:12:14.153358,2024-06-20 17:13:29.140074,"no","20240612_WFB_Plate_01_2012-7_NPA",33,"2012.7"
"7","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1006_NPA.raw",6485751793,FALSE,666,2024-06-14 01:59:54.830452,2024-06-15 18:09:27.583794,2024-06-20 15:34:01.027002,"no","20240612_WFB_Plate_01_1006_NPA",34,"1006"
"25","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1102_NPA.raw",6851340293,FALSE,666,2024-06-14 03:02:14.555269,2024-06-15 18:06:26.558441,2024-06-20 16:19:42.727127,"no","20240612_WFB_Plate_01_1102_NPA",35,"1102"
"33","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1116_NPA.raw",6984489550,FALSE,666,2024-06-14 04:04:34.366316,2024-06-15 18:03:15.152252,2024-06-20 16:38:17.315874,"no","20240612_WFB_Plate_01_1116_NPA",36,"1116"
"79","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_NC16_NPA.raw",6830539351,FALSE,666,2024-06-14 05:06:55.90328,2024-06-15 18:00:00.44104,2024-06-20 18:22:29.045282,"no","20240612_WFB_Plate_01_NC16_NPA",37,"NC16"
"73","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_H22_NPA.raw",7116140652,FALSE,666,2024-06-14 06:09:17.716158,2024-06-15 17:56:53.818621,2024-06-20 18:09:51.412367,"no","20240612_WFB_Plate_01_H22_NPA",38,"H22"
"9","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_1009_NPA.raw",6419324839,FALSE,666,2024-06-14 07:11:36.853294,2024-06-15 17:54:09.623224,2024-06-20 15:38:16.857208,"no","20240612_WFB_Plate_01_1009_NPA",39,"1009"
"59","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240612_Plate_01/Samples/20240612_WFB_Plate_01_5_NPA.raw",6652481321,FALSE,666,2024-06-14 08:13:55.102583,2024-06-15 17:51:18.227039,2024-06-20 17:40:15.552145,"no","20240612_WFB_Plate_01_5_NPA",40,"5"
"98","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1049_NPA.raw",6405645725,FALSE,666,2024-06-16 12:47:15.929485,2024-06-17 11:54:48.478977,2024-06-24 09:52:14.648855,"no","20240615_WFB_Plate_02_1049_NPA",41,"1049"
"142","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_27_NPA.raw",7112658021,FALSE,666,2024-06-16 13:49:35.763794,2024-06-17 11:53:47.09642,2024-06-24 11:27:07.330502,"no","20240615_WFB_Plate_02_27_NPA",42,"27"
"114","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1110_NPA.raw",6784329579,FALSE,666,2024-06-16 14:51:56.79097,2024-06-17 11:52:48.662397,2024-06-24 10:27:58.055975,"no","20240615_WFB_Plate_02_1110_NPA",43,"1110"
"118","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1142_NPA.raw",6929209236,FALSE,666,2024-06-16 15:54:22.310093,2024-06-17 11:51:49.073849,2024-06-24 10:36:25.150534,"no","20240615_WFB_Plate_02_1142_NPA",44,"1142"
"138","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1187_NPA.raw",8518867590,FALSE,666,2024-06-16 16:56:47.650534,2024-06-17 11:50:35.573307,2024-06-24 11:17:10.169498,"no","20240615_WFB_Plate_02_1187_NPA",45,"1187"
"104","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1070_NPA.raw",6280597140,FALSE,666,2024-06-16 17:59:09.497227,2024-06-17 11:49:41.427055,2024-06-24 10:06:55.7381,"no","20240615_WFB_Plate_02_1070_NPA",46,"1070"
"102","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1053_NPA.raw",7034315678,FALSE,666,2024-06-16 19:01:33.536762,2024-06-17 11:48:41.309809,2024-06-24 10:01:57.594545,"no","20240615_WFB_Plate_02_1053_NPA",47,"1053"
"166","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_H5_NPA.raw",6967647531,FALSE,666,2024-06-16 20:03:55.087082,2024-06-17 11:47:41.728937,2024-06-24 12:24:49.686623,"no","20240615_WFB_Plate_02_H5_NPA",48,"H5"
"132","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1170_NPA.raw",6417054219,FALSE,666,2024-06-16 21:06:16.627455,2024-06-17 11:46:46.830235,2024-06-24 11:05:22.21611,"no","20240615_WFB_Plate_02_1170_NPA",49,"1170"
"156","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_65_NPA.raw",6836378888,FALSE,666,2024-06-16 22:08:40.444054,2024-06-17 11:45:48.388399,2024-06-24 12:01:05.818068,"no","20240615_WFB_Plate_02_65_NPA",50,"65"
"146","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_35_NPA.raw",7386462989,FALSE,666,2024-06-16 23:11:03.65732,2024-06-17 11:44:45.207891,2024-06-24 11:36:36.752274,"no","20240615_WFB_Plate_02_35_NPA",51,"35"
"162","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_H2_NPA.raw",7625565814,FALSE,666,2024-06-17 00:13:24.639381,2024-06-17 11:43:39.966812,2024-06-24 12:20:06.107151,"no","20240615_WFB_Plate_02_H2_NPA",52,"H2"
"154","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_57_NPA.raw",7283095292,FALSE,666,2024-06-17 01:15:45.690351,2024-06-17 11:42:37.762486,2024-06-24 11:56:10.495821,"no","20240615_WFB_Plate_02_57_NPA",53,"57"
"108","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1100_NPA.raw",7422325750,FALSE,666,2024-06-17 02:18:09.112814,2024-06-17 11:41:34.335953,2024-06-24 10:15:28.393358,"no","20240615_WFB_Plate_02_1100_NPA",54,"1100"
"110","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1106-2_NPA.raw",7089622644,FALSE,666,2024-06-17 03:20:30.751484,2024-06-17 11:40:33.723949,2024-06-24 10:19:47.089476,"no","20240615_WFB_Plate_02_1106-2_NPA",55,"1106.2"
"122","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1153-2_NPA.raw",6896897379,FALSE,666,2024-06-17 04:23:00.421083,2024-06-17 11:39:34.793377,2024-06-24 10:45:05.227009,"no","20240615_WFB_Plate_02_1153-2_NPA",56,"1153.2"
"128","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1164-2_NPA.raw",6919267257,FALSE,666,2024-06-17 05:25:27.561102,2024-06-17 11:38:35.649782,2024-06-24 10:57:31.317043,"no","20240615_WFB_Plate_02_1164-2_NPA",57,"1164.2"
"168","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_NC13_NPA.raw",7383292550,FALSE,666,2024-06-17 06:27:52.815594,2024-06-17 11:37:32.54141,2024-06-24 12:29:41.18067,"no","20240615_WFB_Plate_02_NC13_NPA",58,"NC13"
"152","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_47_NPA.raw",7623780802,FALSE,666,2024-06-17 07:30:16.213518,2024-06-17 11:36:27.359674,2024-06-24 11:51:18.049055,"no","20240615_WFB_Plate_02_47_NPA",59,"47"
"94","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1039-2_NPA.raw",7262486157,FALSE,666,2024-06-17 08:32:39.849335,2024-06-17 11:34:37.787004,2024-06-24 09:34:52.754686,"no","20240615_WFB_Plate_02_1039-2_NPA",60,"1039.2"
"170","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_NC14_NPA.raw",7712607943,FALSE,666,2024-06-17 10:32:09.400423,2024-06-18 11:43:14.145647,2024-06-24 12:34:35.91066,"no","20240615_WFB_Plate_02_NC14_NPA",61,"NC14"
"136","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1181_NPA.raw",7217913729,FALSE,666,2024-06-17 11:34:28.923946,2024-06-18 11:42:12.141891,2024-06-24 11:13:01.028009,"no","20240615_WFB_Plate_02_1181_NPA",62,"1181"
"126","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1157_NPA.raw",7349036449,FALSE,666,2024-06-17 12:36:50.498873,2024-06-18 11:41:08.832918,2024-06-24 10:53:27.640549,"no","20240615_WFB_Plate_02_1157_NPA",63,"1157"
"112","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1108_NPA.raw",7647764776,FALSE,666,2024-06-17 13:39:11.33346,2024-06-18 11:40:02.953615,2024-06-24 10:23:51.650845,"no","20240615_WFB_Plate_02_1108_NPA",64,"1108"
"96","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1040_NPA.raw",7551296068,FALSE,666,2024-06-17 14:41:33.350922,2024-06-18 11:38:57.665127,2024-06-24 09:43:14.480503,"no","20240615_WFB_Plate_02_1040_NPA",65,"1040"
"148","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_36_NPA.raw",7707521608,FALSE,666,2024-06-17 15:43:56.849321,2024-06-18 11:37:51.09403,2024-06-24 11:41:40.247112,"no","20240615_WFB_Plate_02_36_NPA",66,"36"
"150","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_40_NPA.raw",7667532328,FALSE,666,2024-06-17 16:46:18.888639,2024-06-18 11:36:45.474096,2024-06-24 11:46:29.328413,"no","20240615_WFB_Plate_02_40_NPA",67,"40"
"160","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_93_NPA.raw",7510719221,FALSE,666,2024-06-17 17:48:38.340921,2024-06-18 11:35:41.30106,2024-06-24 12:10:12.373362,"no","20240615_WFB_Plate_02_93_NPA",68,"93"
"130","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1165_NPA.raw",6920405328,FALSE,666,2024-06-17 18:50:58.32336,2024-06-18 11:34:42.061502,2024-06-24 11:01:27.267632,"no","20240615_WFB_Plate_02_1165_NPA",69,"1165"
"120","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1144_NPA.raw",7768210252,FALSE,666,2024-06-17 19:53:18.099155,2024-06-18 11:33:35.563414,2024-06-24 10:40:49.482073,"no","20240615_WFB_Plate_02_1144_NPA",70,"1144"
"140","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_2005-66_NPA.raw",7547677272,FALSE,666,2024-06-17 20:55:37.849789,2024-06-18 11:32:30.912954,2024-06-24 11:22:14.641895,"no","20240615_WFB_Plate_02_2005-66_NPA",71,"2005.66"
"134","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1172-2_NPA.raw",6416334200,FALSE,666,2024-06-17 21:57:57.682528,2024-06-18 11:31:35.735598,2024-06-24 11:09:22.811319,"no","20240615_WFB_Plate_02_1172-2_NPA",72,"1172.2"
"106","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1071_NPA.raw",7525146439,FALSE,666,2024-06-17 23:00:17.624983,2024-06-18 11:30:31.179926,2024-06-24 10:11:19.186434,"no","20240615_WFB_Plate_02_1071_NPA",73,"1071"
"100","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1052_NPA.raw",7068568818,FALSE,666,2024-06-18 00:02:39.848593,2024-06-18 11:29:28.893114,2024-06-24 09:56:58.89817,"no","20240615_WFB_Plate_02_1052_NPA",74,"1052"
"164","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_H26_NPA.raw",7664089602,FALSE,666,2024-06-18 01:04:59.351349,2024-06-18 11:28:23.233,2024-06-24 12:14:58.937668,"no","20240615_WFB_Plate_02_H26_NPA",75,"H26"
"144","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_28_NPA.raw",7146559177,FALSE,666,2024-06-18 02:07:20.500311,2024-06-18 11:27:22.104303,2024-06-24 11:31:54.10755,"no","20240615_WFB_Plate_02_28_NPA",76,"28"
"124","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1156_NPA.raw",7523652996,FALSE,666,2024-06-18 03:09:42.113758,2024-06-18 11:26:17.717604,2024-06-24 10:49:12.674086,"no","20240615_WFB_Plate_02_1156_NPA",77,"1156"
"116","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1137_NPA.raw",7664315811,FALSE,666,2024-06-18 04:12:04.321764,2024-06-18 11:25:12.115822,2024-06-24 10:32:20.996489,"no","20240615_WFB_Plate_02_1137_NPA",78,"1137"
"92","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_1010_NPA.raw",6994578385,FALSE,666,2024-06-18 05:14:27.905069,2024-06-18 11:24:12.091839,2024-06-24 09:12:05.393864,"no","20240615_WFB_Plate_02_1010_NPA",79,"1010"
"158","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240615_Plate_02/Samples/20240615_WFB_Plate_02_83_NPA.raw",7015237188,FALSE,666,2024-06-18 06:16:47.590296,2024-06-18 11:22:19.919966,2024-06-24 12:05:47.967215,"no","20240615_WFB_Plate_02_83_NPA",80,"83"
